mid,text_clean,Sentiment
4348440000000000 ,这个新手机屏幕变大了以后觉得打王者我的小乔的腿怎么变短了跑的好慢啊是因为地图因为屏幕变长了吗允悲允悲允悲王者荣耀小米,-1
4348450000000000 ,生而强悍小米唉小米如果没有苹果的体量全靠代工厂可能要赶不上了,-1
4348450000000000 ,小米晚上体验了夜景拍摄照片都是夜景直出的微博视频,0
4348450000000000 ,小米魅族旗舰手机输出的渣渣画质泪我觉得需要个稳定器了泪週燿的微博视频,-1
4348450000000000 ,华为卡通手机壳小米发现夜的美深圳坂田手机装扮专家的微博视频,-1
4348450000000000 ,华为苹果手机发现夜的美小米深圳坂田手机装扮专家的微博视频,-1
4348450000000000 ,小米我想问问各位买了米的有没有什么好的膜推荐一哈我需要那种全包的不是全包的我看着真的很难受允悲允悲允悲,0
4348450000000000 ,小米拍照效果如何和建议雷军雷军林斌林斌小米小米小米小米拍照效果对焦速度图像边缘弯曲夜景严重偏红紫色天空全是紫红色的实在不行去买算法人像模糊相机部门缺人才还是缺人,-1
4348450000000000 ,小米最近不知道为什么我明明锁在后台也不会手动就是划掉退出软件但是有时候就发现在后台列表中突然不见了小米不知道为啥费解,-1
4348460000000000 ,张国全小米张国全小米你好最近发现一个好玩的东西小米低亮度的时候晃手机会出现图二的效果亮度调高就变成变成图三了低亮度挺好玩的可以玩一晚上停不下来憧憬这是不是就是你们说的和调光小米手机小米手机雷军雷军林斌林斌,-1
4348460000000000 ,新手机的烦恼是旧手机的一切怎么搬到新手机特别是我那的图片视频微笑小米手机小米手机为何我旧手机的小米一键换机扫二维码一直在连接不能用啊多么绝望蓝牙限制了我一次传输五千多照片的想法卑微女孩深夜绝望牢骚酸小米,-1
4348460000000000 ,华为华为万广角夜景三摄屏幕指纹手机小米发现夜的美深圳坂田手机装扮专家的微博视频,0
4348460000000000 ,知足者常乐谢谢哈欠小米,1
4348470000000000 ,小米米酒开香到货一周了随便拍一发米探索版拍摄就很可乐的微博视频,1
4348470000000000 ,小米过度动画真的舒服唯一能和打一打的了笑而不语就很可乐的微博视频,1
4348480000000000 ,小米小米深度体验最后的最美的小米手机小米手机小米手机锦程来啦的微博视频,1
4348550000000000 ,很好就是要看续航和小米的对比小米不错,1
4348560000000000 ,做梦梦见我抢到小米透明版了可一睁眼啥都没有了雷军雷军林斌林斌李名进小米李名进小米小米小胖小米小胖小米手机小米手机你是我患得患失的梦我是你可有可无的人小米万俟神仙的秒拍视频,-1
4348560000000000 ,小米听说你们喜欢无刘海无美人尖这个怎么样雷军雷军小米小胖小米小胖小米王川小米王川小米手机小米手机,0
4348590000000000 ,图片真实反应了小米客户目前的捉急的状态和小米授权体验店工作人员的日常了哈哈哈,-1
4348600000000000 ,王源为小米划重点全曲面机身万像素超广角微距三摄骁龙旗舰处理器你想拥有与王源王源同款的小米吗明天上午点全平台开售转发本条微博抽送台小米王源代言小米手机小米手机的秒拍视频,1
4348600000000000 ,小米来来来,1
4348600000000000 ,想要小米,1
4348600000000000 ,小米小米加油,1
4348600000000000 ,小米,0
4348600000000000 ,小米,0
4348600000000000 ,小米超级夜景拍摄的凤凰图腾小米上海泗泾镇,0
4348600000000000 ,小米米酒汤圆,0
4348600000000000 ,我可以拥有吗酸酸酸酸酸王源小米,0
4348600000000000 ,小米围观群众,0
4348600000000000 ,王源为小米划重点想拥有与王源王源同款的小米王源代言小米手机,1
4348600000000000 ,小米能不能让我真香一下,1
4348600000000000 ,高手在民间系列之摄影最好的文艺米粉大家觉得这个米粉拍的怎么样小米,1
4348600000000000 ,王源小米王源代言小米手机,1
4348600000000000 ,王源为小米划重点全曲面机身万像素超广角微距三摄骁龙旗舰处理器明天上午点全平台开售王源代言小米手机小米手机的秒拍视频,1
4348600000000000 ,王源代言小米手机小米想拥有,1
4348600000000000 ,我也想和王源王源一起用小米,1
4348610000000000 ,小米小米之家厦门小米之家厦门小米之家五缘湾天虹店小米现货销售来买啊太开心太开心太开心厦门小米之家厦门五缘湾天虹店,1
4348610000000000 ,小米,0
4348610000000000 ,小米手持米观望草泥马,0
4348610000000000 ,王源代言小米手机小米求中,1
4348610000000000 ,我也晒一下虽然只有保护壳和明信片王腾王腾小米,1
4348610000000000 ,小米明天上午点不见不散佩奇,1
4348610000000000 ,小米想要好喜欢好喜欢,1
4348610000000000 ,听说这么泡面会好吃啊小米挤眼,0
4348610000000000 ,小米来来来,1
4348610000000000 ,王源代言小米手机小米想拥有可怜,1
4348610000000000 ,小米明天上午点不见不散佩奇,1
4348610000000000 ,也许抽比抢更容易小米手机小米手机小米,0
4348610000000000 ,小米真不错,1
4348610000000000 ,小米小米小米小米求问不追求处理器和拍照手感小米值得购入吗质量如何,0
4348610000000000 ,清晨是一天生计的开始人们脚步是匆忙的一时间街道开始略显得繁华和嘈杂整个城市随着太阳的升起慢慢地沸腾起来人们还是刻意自己的饭食街边总会有一偶僻静地方支起一饭摊不用吆喝吸引住周围匆忙身影的脚步闻到淡淡的膻味中夹杂着一股不可思议的香味羊杂汤摊儿的主人守着一口大锅一碗羊全文,0
4348610000000000 ,我对宝秋的拍照技术是刮目相看,1
4348610000000000 ,小米王源厉害了支持你哦,1
4348610000000000 ,小米美爆了我的污,1
4348610000000000 ,王源代言小米手机小米王源哥哥,1
4348610000000000 ,小米拍的图片真的非常好看直接拿出我的小米随手拍相机确实强大雷军雷军武汉,1
4348610000000000 ,给你小心心给你小心心爱了爱了王源代言小米手机给你小心心小米,1
4348610000000000 ,公司新到之小米透明尊享版挺香的骁龙红白漂亮外露设计真有点阿丽塔的风火轮赶脚过几天我爸生日就送他米酒了正好能帮他和家里的小米电视关联一下希望能赶得及抢到小米中国中国雷军雷军,1
4348620000000000 ,小米看到这配置好爱啊心心心,1
4348620000000000 ,二哈二哈二哈看运气的时候了会是锦鲤吗小米王源代言小米手机,0
4348620000000000 ,全新来了看来要放大招了自生而强悍打了一波之后蓝厂好兄弟绿厂也来了小米瑟瑟发抖,1
4348620000000000 ,小米这个拍照确实还可以小米,1
4348620000000000 ,王源小米,0
4348620000000000 ,小米,0
4348620000000000 ,小米王源代言小米手机,1
4348620000000000 ,明天上午点小米再次开售大家都说紫色特别特别好看为了感谢大家长期以来的支持作揖作揖作揖我来送个小福利关注转发抽个小米紫色版码王源款手机壳月日开奖微博抽奖平台微博抽奖平台,1
4348620000000000 ,王源小米王源代言小米手机,1
4348620000000000 ,王源代言小米手机小米太开心太开心王源微吧王源微吧王源代言小米手机王源感谢分享鲜花划重点全曲面机身万像素超广角微距三摄骁龙旗舰处理器敲黑板明天上午点全平台开售快抓住机会去源哥同款吧王源王源,1
4348630000000000 ,小米要不给我台紫色的王源代言小米手机,1
4348630000000000 ,明天上午点小米再次开售,1
4348630000000000 ,札记王源代言小米手机王源为小米划重点全曲面机身万像素超广角微距三摄骁龙旗舰处理器你想拥有与王源王源同款的小米吗小米手机的秒拍视频,1
4348630000000000 ,小米公司小米公司小米明天上午点不见不散佩奇,1
4348630000000000 ,王源代言小米手机小米,1
4348630000000000 ,这是一条炫耀小尾巴的微博小米小米透明尊享版,1
4348630000000000 ,带着小米玩一场光影游戏光影变化全息幻彩机身随之绽放优美人鱼线彩虹和极光色交替出现目不暇接圆润的曲面背部让持握感优雅动人爱不释手月日早点再次开售你挑好颜色了吗心,1
4348630000000000 ,小米米酒像素真不是吹的雷军雷军小米手机小米手机林斌林斌汉中兴汉胜境,1
4348630000000000 ,小米舔屏小米公司小米公司小米明天上午点不见不散佩奇,1
4348640000000000 ,刚才拿着我的小米从一群小姐姐身边走过几个小姐姐拉着我问小哥哥你这是最新的小米和王源限量版手机壳吗好好看其中还有个小姐姐含情脉脉看着我们问小哥哥你有对象吗我都不太明白她想干嘛,1
4348640000000000 ,小米太开心太开心,1
4348640000000000 ,小米一起期待,1
4348640000000000 ,明天早上点等你哦小米王源代言小米手机,1
4348640000000000 ,小米这个颜色靓得我心花怒放月日早点再次开售你喜欢这个颜色吗好喜欢,1
4348640000000000 ,王源王源王源代言小米手机王源为小米划重点全曲面机身万像素超广角微距三摄骁龙旗舰处理器你想拥有与王源王源同款的小米吗明天上午点全平台开售转发本条微博抽送台小米王源代言小米手机小米手机的秒拍视频全文,1
4348640000000000 ,王源代言小米手机小米呜呜呜太棒了吧,1
4348640000000000 ,小米王源代言小米手机呦呦呦酸,1
4348640000000000 ,小米真香啊就感觉耗电快了点充电也快,1
4348640000000000 ,全息幻彩色小米以纳米级激光全息工艺将光中所有色彩汇聚于身轻薄的全曲面机身设计光影流转还能呈现出优美的人鱼线哦爱你,1
4348640000000000 ,你们觉得小米未来怎么样小米,1
4348640000000000 ,部门同事全家福凑齐打麻将嘻嘻嘻嘻嘻嘻小米潘九堂潘九堂贰手艺术家贰手艺术家孙昌旭孙昌旭雷军雷军林斌林斌小米手机小米手机广州时代广场,1
4348640000000000 ,小米选我吧,1
4348640000000000 ,小米无线车充无线充电器微博视频,0
4348650000000000 ,我想要小米小米商城小米商城小米手机小米手机李名进小米李名进小米,0
4348650000000000 ,带着小米玩一场光影游戏光影变幻全息幻彩机身随之绽放优美人鱼线彩虹和极光色交替出现目不暇接圆润的曲面背部让持握感优雅动人爱不释手,1
4348650000000000 ,用说吗小米拍照绝对是顶级的春天来了该办带着小米拍世界雷军雷军,1
4348650000000000 ,小米一个成语形容今天的好天气欢迎来评论羞嗒嗒,1
4348650000000000 ,小米早春太阳,1
4348650000000000 ,米九现货还要等多久哭了小米,-1
4348650000000000 ,王源为小米划重点全曲面机身万像素超广角微距三摄骁龙旗舰处理器你想拥有与王源王源同款的小米吗明天上午点全平台开售转发本条微博抽送台小米王源代言小米手机小米手机的秒拍视频,1
4348650000000000 ,小米电池是真小,-1
4348660000000000 ,小米污,-1
4348660000000000 ,小米全息幻彩紫真机组图圆润的曲面机身与全息幻彩的搭配小伙伴们觉得这个颜值可以打多少分呢嘻嘻戳图,1
4348660000000000 ,手机上的相片比肉眼看到的还要绿还要鲜艳好棒啊以前不喜欢拿手机出来拍照是因为没有不会拍不想拿出来拍而现在随手一张就是美丽的艺术照一样从此爱上了摄影不应该说是小米让我从此爱上了摄影雷军雷军小米手机小米手机小米公司小米公司小米洪锋小米洪锋卢伟冰卢伟冰王腾王腾全文,1
4348660000000000 ,不嫁王源减寿十年是手机壳的问题吗是手机的问题买一个小米不就啦,1
4348660000000000 ,好看又能打的小米憧憬,1
4348660000000000 ,万超清解析力短小而精悍图一原图可微博放不上来以上图二在相册的截图图三第一次进入高清解析图四第二次进入高清解析眉毛仍然清晰可见此谓短小精悍呀小米让我从此爱上了摄影雷军雷军小米手机小米手机小米公司小米公司小米洪锋小米洪锋卢伟冰卢伟冰王腾王腾,1
4348660000000000 ,小米手机小米,1
4348670000000000 ,小米终于等到你嘻嘻不会拍照雷军雷军王腾王腾,1
4348670000000000 ,带着小米玩一场光影游戏光影变幻全息幻彩机身随之绽放优美人鱼线彩虹和极光色交替出现目不暇接圆润的曲面背部让持握感优雅动人爱不释手,1
4348670000000000 ,小米这些重点快去拿小本本记上偷笑,1
4348670000000000 ,小米小米新品,1
4348680000000000 ,小米,0
4348680000000000 ,好贱啊今天朋友去了华东数码城检查人家说那是软件问题不给换怎么的手机是你那买的软件你在你们应用商店下的现在出了问题拍拍屁股啥都不管了真的是恶心恶臭小米客服那些事小米客服那些事雷军雷军小米,-1
4348680000000000 ,小米评测之夜拍测试小米夜间拍照如何为了提升小米的夜拍体验小米工程师为小米也配备了超级夜景模式通过后置万像素三摄的拍摄经过后期算法的合成为大家呈现出一张相对完美的夜景图一是小米夜景模式下拍摄图二是正常模式拍摄对比可以看出小米在夜景模式下对于高光的控制全文,1
4348680000000000 ,虽然里面有些观点今天已经有所调整比如在请明星代言这点上小米还是妥协了但是这本书真的不错虽然不是米粉但是很欣赏小米的做法推荐这本书以及有点想买米了小米,1
4348680000000000 ,即将携万现货加入元档位手机大战月看小米因为小米和产能不足后来者有可能居上全新小米,1
4348680000000000 ,王源代言小米手机小米王源小米一出谁与争锋,1
4348680000000000 ,买了黄牛的小米不用抢岂不是美滋滋小米,1
4348690000000000 ,小米,0
4348690000000000 ,小米深圳的夜景很美小米拍得也很棒雷军雷军小米手机小米手机林斌林斌,1
4348690000000000 ,小米手机小米手机雷军雷军林斌林斌王腾王腾小米小米以下是我对下一代小米手机的愿望清单希望雷总及各位高管能够看到不足之处请大家填补希望小米越来越好不要辜负我们米粉的期望哦,1
4348690000000000 ,小米,0
4348690000000000 ,小米专为小屏铁粉精心打造它几乎就是一个小屏版的小米保留了小米众多旗舰功能三星屏幕第五代屏幕指纹识别索尼万相机全息幻彩机身工艺来自的一组美图一起欣赏下舔屏,1
4348690000000000 ,红米又一个客服小米客服那些事小米客服那些事打电话给我说来说去还是尼玛让我自己出钱维修从此以后与你绝交小米手机小米手机就搞不懂为什么一定要逼着我一个七八年的小米手机小米手机老用户变成路人甲雷军雷军难道这就是你的客服你的员工所理解的你所说的把朋友变得多多的把敌人变得少少的吗还是全文,-1
4348690000000000 ,小米小米的手机屏幕看起来怎么这么窄呢又窄又长不会很别扭吗吃鸡能玩多久发热不,-1
4348690000000000 ,小米王源代言小米手机据说我这是北京独一份喵喵我是中了头奖吗小米公司小米公司小米手机小米手机小米王川小米王川雷军雷军小米客服那些事小米客服那些事北京亦庄,1
4348690000000000 ,华为小米近日备受瞩目的小米火爆开售这款号称是战斗天使的小米旗舰机搭载骁龙首席旗舰处理器水滴全面屏幻彩后盖和透明后盖以及快充可谓是堆料十足也被雷军称为是超级能打而与此同时作为目前国内国产手机界的扛把子华为也是不甘示弱不断放出有关华为全文,1
4348700000000000 ,小米用了苹果系列手机六年了下定决心换了安卓选了刚出的小米呃用着其实也还真的不错嘻嘻嘻支持国产啦北京,1
4348700000000000 ,小米多少货是关键笑,0
4348700000000000 ,两会一开天气就突然变暖和了你以为这两天出的是太阳吗不是时候拿出米九拍了小米,0
4348700000000000 ,小米小米手机随手拍公司对面的景点来了几个月今天总算走完了图片太大了发不了原图允悲允悲允悲佛山祖庙,1
4348710000000000 ,王源王源代言小米手机昨晚加班有点晚小米的定制源源超暖心录了一段好甜啊王源王源感谢给你小心心给你小心心给你小心心小爱同学小爱同学源宝宝的手写稿的微博视频,1
4348710000000000 ,小米图赏来啦特地选了王源同款这个应该是我第二台小米手机全息幻彩光线在暗光之下感觉更迷幻了大家觉得哪个颜色好看呢二哈雷军雷军王腾王腾树懒拍图,1
4348710000000000 ,小米用小米运行个软件之后猜一猜有多少后台会被杀掉火星科技站点的微博视频,-1
4348710000000000 ,保佑我明天抢到小米小米王源代言小米手机太开心太开心太开心,1
4348710000000000 ,终于买到小米了开心小米泰安,1
4348710000000000 ,我就想知道雷军什么时候去比亚迪拧螺丝小米雷军比亚迪已经成为主要的手机代工厂全球第二大手机代工厂华为的金牌供应商竟是富士康亲手培养,0
4348710000000000 ,小米需要搞波活动吗,0
4348710000000000 ,小米小米阿丽塔战斗天使小米品大会好看吗小米手机小米手机雷军雷军林斌林斌王腾王腾心,1
4348710000000000 ,我就想改个地址有多难打了无数电话就一句没有解决办法小米手机小米手机小米公司小米公司小米公司小米公司小米小米小米,-1
4348720000000000 ,春的气息小米唐山约拍,0
4348720000000000 ,小米米奇比心米奇比心米奇比心,1
4348720000000000 ,小米希望明天给我打电话作揖作揖作揖成都团结镇,0
4348720000000000 ,这天休息小米合肥,0
4348720000000000 ,小米小米的无线充电很快而且很方便用了就不想再用线充微笑,1
4348720000000000 ,立贴为证你要是打脸了呢你就死还是滚出微博呢海军司令万能的大熊万能的大熊小米,-1
4348720000000000 ,小米小米小米今日份车祸第二现场允悲允悲允悲西安西安城墙景区街道西安城,-1
4348720000000000 ,小道消息本月下旬会有小米透明版本又是要卖爆的节奏数码数码手机,1
4348750000000000 ,副总裁疑似暗怼小米的性价比策略小米,-1
4348750000000000 ,小米拧完螺丝了阴险,-1
